OPEN,HIGH,LOW,CLOSE,Volume,Dividends,Stock Splits,CODES,DATES,POSITIONS,COST,ASSETS,PERCENTAGE
48.6100,49.5400,48.0700,48.3300,58185700,0.0000,0,QQQ,2011-09-02,280.0000,14326.9000,13610.8000,0.9500
47.2100,48.4200,47.0900,48.3400,52992200,0.0000,0,QQQ,2011-09-06,280.0000,14326.9000,13218.8000,0.9227
49.0300,49.5800,48.9000,49.5700,48952200,0.0000,0,QQQ,2011-09-07,280.0000,14326.9000,13728.4000,0.9582
49.3100,50.0500,49.1800,49.3400,61422800,0.0000,0,QQQ,2011-09-08,280.0000,14326.9000,13806.8000,0.9637
49.0000,49.2000,47.9400,48.2400,63663500,0.0000,0,QQQ,2011-09-09,280.0000,14326.9000,13720.0000,0.9576
47.7100,48.9000,47.6900,48.8600,65973000,0.0000,0,QQQ,2011-09-12,290.0000,14804.0000,13835.9000,0.9346
49.0400,49.6100,48.8100,49.5100,59020000,0.0000,0,QQQ,2011-09-13,290.0000,14804.0000,14221.6000,0.9607
49.7700,50.7800,49.2800,50.2200,90757300,0.0000,0,QQQ,2011-09-14,290.0000,14804.0000,14433.3000,0.9750
50.7600,51.0600,50.2500,50.9600,83536100,0.0000,0,QQQ,2011-09-15,290.0000,14804.0000,14720.4000,0.9944
51.0800,51.4900,50.9800,51.4300,91902100,0.1000,0,QQQ,2011-09-16,290.0000,14804.0000,14813.2000,1.0006
50.8000,51.7200,50.3800,51.4500,73042900,0.0000,0,QQQ,2011-09-19,300.0000,15312.0000,15240.0000,0.9953
51.7100,52.1200,51.1000,51.2200,66570100,0.0000,0,QQQ,2011-09-20,300.0000,15312.0000,15513.0000,1.0131
51.4900,51.7400,50.3200,50.3300,79938000,0.0000,0,QQQ,2011-09-21,300.0000,15312.0000,15447.0000,1.0088
49.0500,49.5000,47.9400,48.7000,151885500,0.0000,0,QQQ,2011-09-22,300.0000,15312.0000,14715.0000,0.9610
