Open,High,Low,Close,Volume,Date
50.76,51.49,50.72,51.38,3030481,2021-09-23
51.29,52.0,51.26,51.82,2591076,2021-09-24
52.79,53.08,52.63,52.91,4389440,2021-09-27
53.46,53.5155,52.18,52.4,5253625,2021-09-28
52.56,53.1009,52.24,52.32,4428858,2021-09-29
51.7,53.36,51.38,52.56,12383403,2021-09-30
52.62,53.39,52.34,53.26,4791399,2021-10-01
54.07,55.0457,54.07,54.49,6919210,2021-10-04
55.27,55.73,55.16,55.63,5824067,2021-10-05
54.77,54.79,53.98,54.16,7943687,2021-10-06
54.02,55.36,53.74,55.36,6956410,2021-10-07
55.72,56.03,55.0598,55.47,5639994,2021-10-08
56.41,56.69,56.125,56.18,3831740,2021-10-11
56.32,56.72,55.83,56.11,5368009,2021-10-12
55.63,56.45,55.39,56.16,2848320,2021-10-13
56.65,56.85,56.15,56.81,3403386,2021-10-14
57.25,57.445,56.87,57.15,3622197,2021-10-15
57.73,57.92,56.7855,56.96,4094114,2021-10-18
56.9,57.88,56.7,57.42,4098793,2021-10-19
57.0,58.19,56.87,58.12,6031982,2021-10-20
57.58,57.81,56.34,57.41,4738847,2021-10-21
57.74,58.04,57.21,58.03,3350207,2021-10-22
58.42,58.69,57.78,57.83,5180159,2021-10-25
58.08,58.62,57.871,58.45,3509228,2021-10-26
57.64,58.17,56.875,56.9,6731442,2021-10-27
56.85,57.42,56.38,57.4,5412010,2021-10-28
56.79,57.39,56.402,57.15,5320799,2021-10-29
57.91,58.04,57.46,57.53,2787587,2021-11-01
57.31,57.76,57.09,57.53,2953926,2021-11-02
56.16,56.58,55.21,55.34,7707556,2021-11-03
57.31,57.4,54.53,54.92,9145495,2021-11-04
55.65,56.74,55.15,56.55,4738490,2021-11-05
56.58,57.13,56.56,57.09,3037582,2021-11-08
57.21,58.03,56.965,57.97,5106638,2021-11-09
57.79,58.01,55.95,56.32,5134448,2021-11-10
56.44,56.85,55.82,56.22,5376341,2021-11-11
55.81,56.35,55.65,55.98,5869773,2021-11-12
55.39,56.14,55.18,56.07,4955258,2021-11-15
56.0,56.5,55.68,56.2,4190095,2021-11-16
55.86,55.91,54.46,55.0,7492944,2021-11-17
55.37,55.77,54.8405,55.55,4625294,2021-11-18
54.84,54.93,53.515,53.78,6390452,2021-11-19
53.99,54.91,53.91,54.45,7362759,2021-11-22
55.45,56.27,55.44,56.2,5877397,2021-11-23
55.81,56.38,55.78,55.88,4109043,2021-11-24
52.33,52.38,48.56,49.63,18765587,2021-11-26
51.97,52.168,49.64,50.17,13571396,2021-11-29
48.62,49.11,46.47,47.91,21152510,2021-11-30
49.09,49.52,46.87,47.04,12432317,2021-12-01
46.53,48.595,46.16,48.29,14551952,2021-12-02
49.7,49.93,47.55,48.0,10857304,2021-12-03
49.05,50.7198,48.77,50.51,8107495,2021-12-06
51.32,52.5607,51.32,51.59,9476796,2021-12-07
51.77,52.66,51.71,52.42,5777971,2021-12-08
51.92,52.07,50.9704,51.02,5814108,2021-12-09
51.72,52.1,51.32,52.03,6198959,2021-12-10
51.55,52.1,51.201,51.44,6369983,2021-12-13
50.78,51.23,50.318999999999996,50.92,4796220,2021-12-14
50.64,51.6924,50.24,51.62,5326063,2021-12-15
51.57,52.46,51.29,51.87,4873275,2021-12-16
51.29,51.43,50.365,50.78,5807917,2021-12-17
49.03,49.98,47.96,49.9,8896667,2021-12-20
50.9,51.61,50.59,51.57,4867598,2021-12-21
51.42,52.515,51.25,52.48,5877182,2021-12-22
52.48,53.2353,52.35,53.13,3662728,2021-12-23
52.98,54.645,52.805,54.52,4329966,2021-12-27
54.83,55.14,54.54,54.67,2866004,2021-12-28
54.48,55.67,54.36,55.08,3933377,2021-12-29
55.32,55.73,55.03,55.1,3649031,2021-12-30
54.89,55.17,54.04,54.36,2497852,2021-12-31
53.97,55.16,53.94,54.83,5602883,2022-01-03
55.31,56.05,55.25,55.59,4856970,2022-01-04
56.16,56.48,55.43,55.43,5043460,2022-01-05
57.1,57.31,56.65,56.89,4954379,2022-01-06
56.9,57.04,56.365,56.67,6023687,2022-01-07
56.57,56.778,55.83,56.16,3758046,2022-01-10
56.95,58.28,56.54,58.16,6841489,2022-01-11
58.37,59.17,58.36,58.91,5171605,2022-01-12
59.02,59.13,58.2099,58.27,4680723,2022-01-13
59.1,59.98,59.07,59.97,6031241,2022-01-14
60.36,61.09,60.1605,60.97,6264583,2022-01-18
61.25,61.9,60.98,61.05,5435662,2022-01-19
61.24,62.17,60.605,60.66,4278403,2022-01-20
60.87,61.24,60.08,60.78,5410239,2022-01-21
59.91,60.2199,58.81,60.11,9108253,2022-01-24
59.91,61.17,59.88,60.97,6104811,2022-01-25
61.67,62.52,61.405,61.68,6735134,2022-01-26
62.66,62.71,61.36,61.86,5751637,2022-01-27
62.64,62.99,61.42,61.97,4187072,2022-01-28
62.19,62.5,61.36,62.48,3142803,2022-01-31
61.91,62.76,61.58,62.53,4308289,2022-02-01
62.78,62.86,61.75,62.52,3332603,2022-02-02
62.1,63.81,61.9,63.51,5222162,2022-02-03
64.68,65.35,64.65,64.91,4830401,2022-02-04
64.61,65.05,64.47,64.68,2247156,2022-02-07
63.71,63.83,62.85,63.62,4923181,2022-02-08
63.79,64.37,63.5099,64.17,3933680,2022-02-09
63.9,65.08,63.59,63.96,4787645,2022-02-10
64.43,66.34,64.37,65.74,12309152,2022-02-11
64.97,66.88,64.8,66.36,9540651,2022-02-14
64.2,64.4,63.535,64.28,10080896,2022-02-15
65.08,65.87,63.5,63.54,6978288,2022-02-16
63.62,64.5,63.42,64.17,7116171,2022-02-17
63.14,65.0,62.92,64.74,8438411,2022-02-18
66.86,66.93,65.28,65.54,9307794,2022-02-22
65.9,67.32,65.66,66.24,8562387,2022-02-23
70.19,70.24,65.07,66.34,18256681,2022-02-24
65.56,66.12,64.4009,65.8,8803349,2022-02-25
67.38,68.26,66.82,67.48,8886506,2022-02-28
70.34,72.63,70.1,71.82,16803618,2022-03-01
74.15,76.2,71.75,75.42,21956134,2022-03-02
74.76,76.37,74.0,74.53,18443835,2022-03-03
77.0,80.0,76.18,79.46,17358006,2022-03-04
79.93,83.4,79.7,82.37,16563343,2022-03-07
85.43,87.84,81.57,85.43,29882732,2022-03-08
80.0,81.1,72.27,75.47,29934554,2022-03-09
77.06,77.48,72.98,74.06,11738154,2022-03-10
74.81,76.55,74.26,76.4,7937333,2022-03-11
73.53,73.5556,71.46,72.84,9469996,2022-03-14
69.572,70.55,67.9,68.63,13575267,2022-03-15
70.64,71.08,67.73,68.28,7392709,2022-03-16
72.65,74.44,72.39,73.68,9653552,2022-03-17
74.25,75.0,73.55,74.64,4440881,2022-03-18
77.41,79.66,77.26,79.54,6410825,2022-03-21
78.69,79.6499,77.55,78.56,4175257,2022-03-22
81.38,82.48,81.08,81.95,6155112,2022-03-23
81.67,81.78,79.3,79.75,4417220,2022-03-24
78.88,81.73,78.41,80.74,7537811,2022-03-25
76.85,77.92,74.15,74.53,8934544,2022-03-28
72.3,76.43,72.07,76.15,8954765,2022-03-29
78.07,78.70100000000001,77.3,77.91,5239107,2022-03-30
75.76,76.84,73.34,74.12,10749354,2022-03-31
73.37,74.8,73.25,74.17,4926710,2022-04-01
76.46,77.2,75.33,76.86,6157062,2022-04-04
77.34,77.71,74.54,74.8,7542830,2022-04-05
76.25,76.745,72.16,73.05,7040894,2022-04-06
73.26,73.84,71.08,73.11,5749348,2022-04-07
72.69,74.6,72.39,74.11,5666326,2022-04-08
71.75,72.76,71.3,72.3,5209363,2022-04-11
74.95,76.38,74.914,75.98,6839774,2022-04-12
77.15,78.56,75.89,78.42,6918852,2022-04-13
77.34,80.44,77.23,79.57,7437239,2022-04-14
80.81,81.7,80.0,80.41,5326122,2022-04-18
78.06,78.085,76.34,76.86,7626118,2022-04-19
77.51,77.92,75.57,77.24,5056232,2022-04-20
78.34,79.27,77.07,78.12,4815715,2022-04-21
76.98,77.47,76.28,76.31,3730465,2022-04-22
72.64,74.99,71.98,74.65,5073583,2022-04-25
75.33,76.94,74.37,76.46,7354069,2022-04-26
75.12,76.61,74.87,76.37,4545789,2022-04-27
76.28,78.23,75.86,78.08,6858266,2022-04-28
78.8,79.68,76.94,77.16,6097913,2022-04-29
75.38,78.43,74.86,78.38,4467600,2022-05-02
76.92,77.83,76.04,76.69,2990713,2022-05-03
79.4,80.72,78.6594,80.22,5420096,2022-05-04
82.21,82.37,79.23,80.48,5997709,2022-05-05
81.63,82.41,80.43,82.13,5679727,2022-05-06
79.81,80.025,76.38,76.57,5630859,2022-05-09
77.07,77.33,74.22,74.53,5741028,2022-05-10
77.76,79.04,77.39,78.18,4659602,2022-05-11
78.49,79.47,77.91,79.23,4322726,2022-05-12
80.6,81.42,79.93,81.28,4194477,2022-05-13
81.0,83.39,80.82,83.11,4820683,2022-05-16
83.05,83.63,80.86,81.11,4118288,2022-05-17
82.02,82.04,78.65,79.29,3882187,2022-05-18
78.5,81.3499,78.45,80.58,4135323,2022-05-19
81.21,81.84,80.255,81.65,3103819,2022-05-20
81.36,82.16,80.91,81.97,2989776,2022-05-23
82.03,82.8399,81.34,82.0,1537588,2022-05-24
82.21,82.69,81.53,82.48,1940370,2022-05-25
83.15,85.1,83.15,84.59,3780767,2022-05-26
84.33,85.52,84.11,85.46,2372106,2022-05-27
87.99,88.32,84.7,85.47,7415986,2022-05-31
86.71,87.2,85.5,85.54,4762285,2022-06-01
85.88,87.49,85.27,87.25,3769453,2022-06-02
87.21,89.56,86.9588,89.47,3671471,2022-06-03
89.07,89.22,87.85,88.39,2315819,2022-06-06
88.68,90.11399999999999,88.09,90.04,3893801,2022-06-07
90.26,92.2,89.74,91.99,5357176,2022-06-08
91.03,91.4899,90.72,91.08,4583598,2022-06-09
90.24,90.78,88.5,90.13,5865152,2022-06-10
89.28,91.1538,87.68,90.36,6681905,2022-06-13
90.98,91.9164,87.365,88.45,4675862,2022-06-14
88.05,88.81,86.24,86.93,4420542,2022-06-15
86.44,88.55,85.0514,87.66,5171284,2022-06-16
86.5,86.775,81.94,83.34,8744629,2022-06-17
84.49,85.3,83.645,84.05,3674414,2022-06-21
78.83,82.33,78.49,80.88,5215381,2022-06-22
81.63,81.9,78.96,78.98,3918529,2022-06-23
80.19,82.17,79.63,81.27,3456227,2022-06-24
81.29,83.39200000000001,80.4,82.93,4591526,2022-06-27
83.99,85.17,83.33,84.72,4228045,2022-06-28
85.87,86.4,82.91,82.95,4619765,2022-06-29
82.09,82.3,79.93,80.35,4631548,2022-06-30
82.1,82.455,80.84,81.67,4689846,2022-07-01
78.47,78.52,73.42,74.78,10752713,2022-07-05
73.49,74.24,71.4638,73.67,8899458,2022-07-06
76.46,77.87,76.27,76.55,6993151,2022-07-07
78.59,79.01,77.08,78.54,6450590,2022-07-08
77.81,78.92,76.6267,78.23,4950327,2022-07-11
74.82,75.32,72.56,72.81,6104747,2022-07-12
73.07,74.5098,72.23,73.19,4365804,2022-07-13
71.02,73.3,69.51,72.85,5355782,2022-07-14
74.08,74.63,73.06,73.74,3367738,2022-07-15
76.92,77.54,76.53,76.81,5382169,2022-07-18
76.0,78.21,75.99,78.05,3171954,2022-07-19
77.17,78.26,76.48,77.64,3125904,2022-07-20
75.27,76.28,74.7,75.49,3979209,2022-07-21
75.18,76.58,74.43,74.53,5768495,2022-07-22
75.84,76.4,74.93,76.22,2807488,2022-07-25
77.3,77.44,75.0,75.16,2949302,2022-07-26
76.4,78.19,75.42,77.87,3166419,2022-07-27
78.45,78.52,76.48,77.13,4321970,2022-07-28
79.17,80.49,78.0,78.05,3632827,2022-07-29
74.79,75.62,74.01,75.13,3326801,2022-08-01
76.03,77.41,75.28,75.93,2737330,2022-08-02
76.28,76.55,73.3,73.53,4033687,2022-08-03
72.83,73.6,70.96,71.53,5215525,2022-08-04
70.46,73.18,70.42,71.54,3139189,2022-08-05
71.59,73.71,71.47,73.54,4433759,2022-08-08
74.2,74.92,72.6217,73.45,2492208,2022-08-09
73.25,74.98,71.45,74.32,4622340,2022-08-10
75.83,76.97,74.98,76.28,4687258,2022-08-11
75.34,75.46,74.3,74.98,2949618,2022-08-12
71.39,73.36,71.26,72.88,4446244,2022-08-15
72.67,73.84,70.67,71.24,5750105,2022-08-16
71.65,73.17,71.09,72.05,3800672,2022-08-17
73.59,74.83,73.32,74.21,3315899,2022-08-18
74.05,75.37,73.8309,74.06,2700587,2022-08-19
72.79,74.77,71.45,74.68,7937326,2022-08-22
75.83,77.2756,75.81,76.83,3782049,2022-08-23
76.85,78.07,76.22,78.04,3857433,2022-08-24
78.34,78.38,75.83,76.5,2960226,2022-08-25
75.46,76.1901,74.765,75.85,2424609,2022-08-26
