Open,High,Low,Close,Volume,Date,POSITIONS,COST,ASSETS,PERCENTAGE
154.08,163.72,152.76,152.76,870436,2018-03-26,75.0,8906.28,11556.000000000002,1.2975114189089048
153.2,167.52,153.12,165.0,887766,2018-03-27,75.0,8906.28,11490.0,1.290100917554804
163.04,173.04,161.52,168.6,1085730,2018-03-28,75.0,8906.28,12228.0,1.3729637963324755
164.6,166.16,155.72,156.6,670003,2018-03-29,75.0,8906.28,12345.0,1.386100594187472
161.12,178.04,159.44,171.48,1030752,2018-04-02,78.0,9389.640000000001,12567.36,1.3384283103505565
167.24,171.8,163.56,163.92,695507,2018-04-03,78.0,9389.640000000001,13044.720000000001,1.3892673201528492
176.56,176.76,160.24,161.24,774534,2018-04-04,78.0,9389.640000000001,13771.68,1.4666888187406544
159.0,161.04,154.52,155.24,298581,2018-04-05,78.0,9389.640000000001,12402.0,1.3208174115301543
160.2,171.64,156.2,164.96,804040,2018-04-06,78.0,9389.640000000001,12495.599999999999,1.3307858448247214
162.08,166.04,159.8,165.0,527341,2018-04-09,81.0,9875.880000000001,13128.480000000001,1.3293478657091824
159.92,165.12,159.24,160.84,644998,2018-04-10,81.0,9875.880000000001,12953.519999999999,1.311631976087194
165.04,165.12,160.2,162.12,402259,2018-04-11,81.0,9875.880000000001,13368.24,1.3536251959319066
159.16,159.72,154.32,155.48,408750,2018-04-12,81.0,9875.880000000001,12891.96,1.3053986075164945
151.64,154.28,148.72,149.76,387029,2018-04-13,81.0,9875.880000000001,12282.839999999998,1.2437210658695728
146.56,146.64,141.48,142.24,365391,2018-04-16,84.0,10315.560000000001,12311.04,1.1934436908902666
140.08,140.52,131.52,133.72,437301,2018-04-17,84.0,10315.560000000001,11766.720000000001,1.1406768028105114
136.48,141.44,132.8,134.2,474938,2018-04-18,84.0,10315.560000000001,11464.32,1.1113618649884252
137.64,140.8,134.72,136.24,300615,2018-04-19,84.0,10315.560000000001,11561.759999999998,1.120807789397764
135.68,141.79,134.48,140.24,387462,2018-04-20,84.0,10315.560000000001,11397.12,1.1048474343612948
138.36,141.76,135.44,138.68,243403,2018-04-23,87.0,10730.640000000001,12037.320000000002,1.121770928854197
135.48,151.36,134.2,145.96,605594,2018-04-24,87.0,10730.640000000001,11786.759999999998,1.098420970231039
146.64,151.68,146.1,147.08,452100,2018-04-25,87.0,10730.640000000001,12757.679999999998,1.188902059895775
143.6,145.28,138.44,139.88,237699,2018-04-26,87.0,10730.640000000001,12493.199999999999,1.1642548813491085
138.0,142.36,136.52,137.16,349475,2018-04-27,87.0,10730.640000000001,12006.0,1.1188521840263022
135.68,138.04,133.24,137.32,314177,2018-04-30,90.0,11137.680000000002,12211.2,1.096386321029155
